"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
368,7834,13273.73985,9795.23872,123.11617,764.25496,17.76316,28.07998,25.99521
369,7877,21960.16414,7713.98213,123.3326,928.02766,15.87668,28.23722,21.71075
370,7892,10472.93502,528.48288,238.35943,1951.44204,1e-05,21.05255,27.2956
371,7970,10941.0271,16630.05157,86.65527,688.82646,16.87454,26.59557,14.86689
373,8014,9145.99741,12174.58691,93.74422,569.04494,20.84116,34.64789,26.14412
374,8014,18587.68926,20009.44567,87.25516,750.54661,17.22359,28.44485,14.72695
375,8016,24508.68622,6953.26577,83.47363,813.90519,21.32766,29.55152,13.12254
376,8029,23453.04171,6644.09761,105.96791,701.98225,17.06742,25.34644,19.65153
377,8030,6119.27569,13972.83949,157.523,1074.79297,17.36554,24.9359,26.20015
378,8055,23116.14668,12457.79424,107.51688,624.4017,22.293,32.35196,28.42459
379,8068,18937.47742,9451.21042,106.18962,588.87374,23.0881,31.08403,28.34063
380,8072,22287.46984,1800.41806,85.74731,729.74166,13.92505,22.20214,11.79807
381,8094,16743.09248,15182.44872,166.29187,867.48331,16.47068,26.64714,38.06154
382,8111,12661.17358,11690.42556,129.40561,965.13795,15.37615,29.8688,24.03549
383,8115,19210.19527,20126.90971,136.73455,981.25582,9.44386,23.55906,20.9383
384,8125,19267.13334,19932.30143,103.98064,849.18837,13.16088,21.71904,13.80825
385,8132,13394.95947,9692.87325,202.37971,1396.09596,8.57316,31.58876,40.80011
386,8140,17049.21591,24135.62413,145.28983,1027.17413,12.9703,29.32684,27.48758
387,8144,12079.17954,22338.02583,185.12977,1222.78709,10.07348,27.58076,34.41161
388,8146,15991.06756,24289.98712,158.36295,1066.8167,9.60764,25.25925,26.97727
389,8153,12853.89428,10667.80875,173.48676,1255.61779,12.17262,26.06342,28.1131
390,8154,12431.14282,24563.91785,119.95052,909.1079,10.77427,28.22734,21.06394
391,8161,13979.03587,17057.27492,150.98414,778.17908,18.7528,33.48954,44.06835
392,8162,16052.00247,24656.73493,124.69724,1036.86967,10.97202,23.06591,16.52268
393,8171,20011.52432,13494.6877,125.63669,1073.12871,10.48658,21.70684,15.34852
394,8191,20056.19517,13413.19087,81.56168,945.50143,13.43084,27.13166,10.1755
395,8197,22603.45102,4247.58087,156.66805,947.44481,12.41271,23.33197,27.53679
396,8206,24023.03128,14610.14765,108.22585,986.40188,9.02189,17.64123,10.77473
397,8213,19863.61199,20397.42402,118.13677,846.39574,10.9285,19.22316,15.48442
398,8235,8427.20665,15133.97793,111.58927,831.27805,15.20095,27.79959,19.91503
399,8243,15153.97622,9952.21439,119.9452,841.92738,17.20643,28.75686,23.08847
400,8293,17992.9212,3619.5541,199.94239,1271.90766,11.85659,26.5931,37.00219
401,8299,18723.7239,3858.39024,94.33633,567.03246,21.5832,29.69122,22.902
402,8303,13767.17495,9356.75814,114.55974,608.38836,23.60075,27.94761,28.39314
403,8315,20101.28101,13493.36215,125.59653,981.26676,13.17321,23.35846,17.8392
404,8337,20048.06657,13474.14465,93.54221,913.47562,15.47928,26.30212,12.78201
405,8338,20062.27532,13504.92776,99.42783,798.04372,12.28147,27.26713,16.64727
407,8355,15231.30883,10791.33568,124.43746,751.75823,15.47982,23.97257,23.21022
408,8364,18186.5298,9869.45731,95.08466,827.96295,12.62379,24.16631,13.36831
409,8367,18669.09501,5461.42737,110.17602,768.88356,15.17369,29.1991,21.98605
410,8396,12412.75268,12130.85548,132.21227,993.9859,15.0629,22.60791,18.74488
411,8396,22131.95158,10829.96734,109.4066,697.49493,19.16684,26.2864,21.62841
412,8401,17306.61506,9950.96108,83.74126,652.42167,22.74754,30.40921,16.73384
413,8426,12350.56513,12516.87521,101.65584,726.58227,15.34263,27.39795,19.00917
414,8432,11423.90807,1469.57546,76.28666,605.78814,21.85803,28.27466,14.45417
415,8433,12788.94142,11117.22831,101.39865,1006.5861,12.10672,24.4355,12.511
416,8437,12788.76405,11107.333,95.13239,1225.73468,12.64837,29.81508,11.13265
417,8452,13999.59181,9193.96191,89.39531,784.49509,15.82195,25.30939,13.23073
418,8469,2910.32642,17679.05184,96.71202,806.36156,14.79992,24.59812,14.32572
419,8470,11261.38388,12157.79199,92.86883,986.78038,15.10124,24.08504,10.87579
420,8579,7399.13791,12274.50996,144.71774,1028.00262,12.60253,26.99189,25.20576
421,8582,16979.27697,10058.83066,153.40121,1043.79114,12.85771,29.72457,30.31747
422,8587,17772.8508,10058.75039,122.89892,875.32197,13.8596,25.76138,20.95505
423,8595,14480.35215,7794.90487,117.37415,901.12092,12.65152,24.44048,17.89069
424,8620,9120.43973,10443.81207,111.80218,1011.47342,16.05372,27.44629,16.35183
425,8625,18623.15775,2840.71161,152.90085,1301.65464,15.09855,33.24651,27.02516
426,8626,24418.39913,13179.26902,75.20677,565.93528,16.52416,23.85209,12.94679
427,8684,18224.04227,9623.09064,186.44718,995.61115,21.99109,32.61335,50.21634
428,8711,18851.12072,3003.97422,95.69157,1243.36091,19.67456,35.33901,12.93192
429,8712,18845.91652,3013.95614,100.93924,729.74216,18.63976,21.85709,15.2312
430,8727,24227.61368,11297.70262,98.60401,877.80214,10.8955,21.36767,12.07507
431,8729,24186.84055,10971.82317,121.06416,950.7255,16.61788,25.48882,18.65675
432,8731,14548.81165,3757.35933,152.86479,1113.72995,14.57272,30.16403,28.66883
433,8763,13424.58715,3526.75953,101.754,853.9238,15.76847,25.84584,15.46182
434,8774,12882.22496,3755.61809,172.27002,1086.00622,11.34771,27.06174,33.12917
435,8782,11852.38557,14057.48632,150.1991,1316.63701,10.28578,25.36329,20.04142
436,8783,10630.72171,7025.92446,144.73316,1019.14609,16.1359,28.52887,26.79141
437,8816,3070.50819,12740.71341,103.05624,740.80412,16.89843,24.73404,17.3895
438,8826,17489.81916,10110.9687,185.0948,1082.36036,14.85477,26.77765,37.68307
439,8835,18863.26427,21429.20046,112.96147,1018.38709,16.09577,26.1841,15.84598
440,8847,19479.42164,588.31364,160.77768,1084.83053,8.72264,26.36508,28.42762
441,8854,1309.35813,13161.82247,232.77927,2010.15563,0.0,27.83467,33.01399
443,8869,19611.67611,21157.25126,112.62331,905.44127,13.62338,25.31735,17.10422
444,8870,9481.90598,18657.89243,168.06577,906.92367,17.14334,31.54157,43.7495
445,8877,18265.27374,9595.38569,104.06898,737.86576,13.69235,25.27565,18.10792
446,8882,11764.00353,2787.8956,109.96695,959.20735,12.59795,28.3726,17.23191
447,8889,13209.00878,19056.09398,144.92842,703.48767,20.39127,26.56927,36.04804
448,8924,18800.42195,9488.20024,78.72663,576.76184,23.54767,29.56247,16.59599
449,8957,15446.79278,6129.68558,100.94927,783.64545,19.08182,28.92731,18.36371
450,8962,17561.92427,6200.10853,125.39698,1311.47524,10.78818,26.98986,15.37988
451,8992,17971.54269,5921.94787,152.78493,1026.06536,18.99302,29.83383,30.70709
452,9003,15617.65373,18960.16115,138.37236,808.20653,15.13441,25.57622,27.87502
453,9026,17080.1736,2659.03937,204.01999,1442.59464,5.44829,26.3468,33.68997
454,9041,18759.90526,4368.49338,76.54743,518.62822,23.8612,34.21257,20.14304
455,9051,14516.32925,741.75039,162.93866,1005.50748,14.94495,27.90888,33.13816
456,9069,6664.56829,20437.54581,119.11876,936.53368,11.90111,27.48016,19.71577
457,9115,14729.27199,1066.69397,113.04541,648.2795,20.48702,26.27965,24.59259
458,9119,17869.04803,9967.0667,108.47368,856.98331,17.102,33.6907,22.03137
459,9138,23786.20239,7859.74867,117.34143,1172.04748,11.39572,23.86772,13.63528
460,9147,15233.24067,2383.21723,137.81804,946.37573,12.05612,24.2798,22.61627
461,9155,16846.76901,9662.88577,138.40071,1236.00466,14.16695,30.70061,21.92381
462,9178,9210.15954,17509.49654,100.83604,978.23434,25.03785,36.2071,18.24163
463,9192,16484.28334,9841.08612,111.79208,972.74808,14.12536,28.7056,17.68901
464,9203,18034.13666,9810.35329,171.91854,1544.2245,8.63492,31.05329,26.67934
465,9224,19944.24362,15983.83291,203.34417,1253.8673,10.85174,28.00307,40.72799
467,9246,18538.07285,14859.8812,135.17753,795.80245,22.48691,35.67337,37.2982
468,9260,24219.68305,12296.74363,92.75011,793.38968,17.05007,24.28063,13.4092
469,9295,22216.03916,12749.4738,114.1727,950.73441,9.81917,19.18588,13.07962
470,9296,22221.05785,12619.04999,151.7116,1041.82023,17.15094,27.66017,27.78198
471,9307,12788.64236,9499.67151,183.76355,1329.69831,9.82575,29.04537,32.84788
472,9308,22240.11333,13781.93176,127.53522,927.2097,12.24127,28.82986,23.53891
473,9309,22170.60065,14173.69402,101.79247,762.75652,16.85212,25.11814,16.79034
474,9310,13122.28349,9841.45781,173.90122,908.87531,15.08697,29.36491,43.45068
475,9310,22532.06922,14065.1817,82.99584,998.20397,12.96765,25.53955,9.44181
476,9313,22393.80258,14567.71593,94.42061,714.70211,15.4426,27.74155,17.21582
477,9315,22270.50643,14265.34693,94.47951,1112.96499,14.83279,25.76287,10.59975
478,9323,6779.90607,14232.38391,126.58709,892.87841,21.78464,36.21449,29.94867
479,9329,14831.20094,10085.15618,195.46565,1475.1914,10.57853,27.56213,31.72449
480,9335,6741.51669,14821.73083,126.37885,721.28656,19.18422,31.31566,32.00872
481,9384,15109.84467,2413.90822,170.0147,1093.65793,13.13013,24.34465,29.02748
482,9389,18453.69962,8763.89883,126.16465,967.84913,15.16124,25.37878,19.66192
483,9432,22537.41548,13639.44228,135.54524,1027.1387,9.1435,25.27481,21.04839
484,9454,22710.8635,7927.83728,117.63588,601.58889,19.95197,30.03319,32.25022
485,9464,11465.14273,11488.13452,132.2489,718.18196,18.51266,26.12464,29.37124
486,9476,17207.90182,18633.44324,99.89446,757.216,14.20678,25.18988,16.41432
487,9477,6867.10171,15477.22749,191.90289,1413.13424,12.08283,34.10051,39.22525
488,9484,6618.15864,14540.9847,115.04068,816.80925,16.27597,26.06081,20.13025
489,9486,23654.87654,16063.72649,233.22028,1887.33291,4.15995,30.30704,38.25421
490,9507,22479.38112,13539.01985,90.82168,698.3046,17.20024,26.77026,15.95814
491,9543,5403.97972,17493.45648,191.89647,1419.59886,6.93819,29.65817,34.12218
492,9546,7366.97746,12163.73255,139.69877,831.75753,15.68882,26.87386,28.90959
493,9551,19021.58514,8539.33684,99.14556,815.6876,15.35196,23.94845,14.42777
494,9581,9076.47977,16056.44685,159.5796,1216.54805,7.9387,27.5534,26.14425
495,9581,13335.83289,20429.79603,132.42484,736.59937,17.61417,26.3902,29.00203
496,9581,21824.58509,11303.07137,80.12998,906.41833,10.90135,24.16198,9.31986
498,9649,574.32944,2700.10786,203.42152,1180.779,11.35345,27.68412,42.76048
499,9651,10164.22798,22987.14714,129.1011,938.03295,12.9969,25.78351,21.43113
500,9653,19216.54624,8492.69186,127.6042,934.50896,12.90792,25.09435,20.53933
501,9658,15730.68391,10337.50768,141.83927,748.88985,19.06735,34.82518,42.30089
502,9687,17555.66465,15459.56327,211.29866,2065.32578,20.05454,35.83511,34.05627
503,9707,13952.9089,4963.32202,81.25019,716.8421,17.99415,30.2081,14.46278
504,9716,14848.43665,10428.49964,101.8737,730.0211,17.34451,24.71945,17.27931
505,9718,19184.12119,2689.35995,171.06051,1005.15645,18.55963,34.26916,44.30869
506,9814,10817.48506,15386.90086,122.24834,800.80606,14.55761,24.74729,21.78871
507,9869,17027.45719,1017.11313,77.34176,833.34329,15.62228,31.38728,11.984
508,9872,19357.91439,15815.94015,159.42415,1226.1941,8.53483,27.92078,26.22377
509,9875,13419.60219,15749.37683,116.17999,674.78924,22.19862,27.91504,26.29138
510,9889,11747.25569,2674.07645,121.8819,937.19815,12.16825,29.24271,21.75493
511,9894,17525.77984,12930.76275,80.43975,1076.1532,12.22079,24.17427,8.01541
512,9908,13099.11252,10633.66246,149.11672,822.58052,16.11998,26.4423,32.46347
513,9911,1178.70899,1442.06922,116.3285,861.22825,16.78926,30.48556,22.59
514,9923,20793.56188,13041.42303,146.64266,963.06137,11.44712,28.44595,28.92615
515,9938,16856.35086,1027.31505,85.9196,583.47491,16.66444,23.60178,15.41451
516,9951,6070.7983,8145.39103,153.81589,1120.89906,12.00143,23.14258,22.45569
517,9955,12218.8427,19859.77014,134.79638,987.85425,11.71703,20.14125,17.58471
518,9961,17746.7168,9458.88393,163.14751,854.8088,20.17761,30.88874,42.96458
519,9965,16952.72792,1194.1113,114.26662,746.52637,14.2499,24.47416,20.4664
520,9982,17614.82983,12942.61861,167.81592,1030.74403,13.04937,30.17791,36.85371
521,10009,9710.32202,4467.14794,92.61332,659.56132,22.56901,29.77073,19.21685
522,10011,11342.03285,502.54497,156.01411,1066.03265,15.38783,28.85347,29.78976
523,10011,16437.69194,2252.82938,78.41808,719.83404,15.20652,22.92777,10.66575
524,10046,14688.52784,8376.90319,181.85264,1106.0642,13.04279,29.91395,39.69286
525,10070,14868.11083,20178.23903,94.4356,760.86237,20.697,33.24792,19.18491
526,10078,20364.45972,15426.02849,141.32815,1330.42066,14.78128,25.44533,17.81447
527,10107,16848.81969,3042.38529,153.36211,1019.57796,14.66107,31.35564,32.63787
528,10114,16501.73325,2258.82389,117.37975,688.81943,17.09756,29.18722,27.38274
529,10126,17200.29286,2659.90875,99.55459,707.12532,15.04856,22.91397,15.98954
530,10134,22311.73423,6169.13838,173.88769,1288.5629,6.28426,27.39706,28.86635
531,10136,17380.45475,18868.15898,81.94332,703.54946,14.96045,25.14311,12.65453
532,10138,22636.31659,6333.7128,236.58669,1903.78862,1.45775,25.42127,32.93368
533,10138,23042.09699,13586.49078,148.68963,976.73758,12.03826,29.79378,30.59606
534,10158,23639.51972,13374.62267,131.87225,952.9759,11.88166,30.22945,25.47382
535,10170,19768.24283,22139.09129,104.31567,730.89467,15.11487,26.31635,19.04312
536,10173,13157.68097,10693.72465,182.13647,1419.21903,5.65712,28.98333,30.24318
537,10175,8721.70809,16234.01688,134.42421,673.13921,20.0072,29.77523,36.54288
538,10190,13158.25726,10135.15007,117.42752,731.51825,16.88153,27.80376,24.68204
540,10202,17856.94445,21450.79296,176.5408,1073.31917,15.00173,36.90217,47.39615
541,10208,16461.97122,2223.96181,174.86624,1145.32229,9.65439,24.24778,29.14322
542,10210,16394.51633,2236.89662,128.26169,1165.85048,6.67761,27.41019,18.18028
543,10213,12956.73353,9566.63942,141.73129,701.54122,20.58577,28.45121,37.03858
544,10219,15965.55403,9883.86894,94.22801,776.09375,12.99756,25.68634,14.78345
545,10223,16051.8626,10150.61701,119.06506,597.66323,20.04474,29.6008,32.71549
546,10228,15899.67285,10354.52098,112.65768,949.13062,11.03613,25.47012,16.44971
547,10244,1660.13999,16352.89988,157.56077,1016.92013,11.24403,27.87472,30.74461
548,10249,16486.43621,2225.5491,100.55342,732.72924,17.35091,29.34883,19.72525
549,10251,9721.49294,5995.00832,144.39244,823.44733,17.8434,25.02272,28.9945
550,10252,16653.78231,2155.87145,199.46599,1302.18994,10.41272,23.57006,32.08119
551,10255,20327.31688,13853.72974,143.29409,1210.54093,9.36907,21.38096,17.06566
552,10257,20123.98876,13522.14623,244.15065,2183.06593,1e-05,31.92439,38.07738
553,10260,20354.95599,13236.57852,153.31765,1271.29451,11.65646,26.55414,22.46679
554,10274,20203.80531,13318.48187,104.17033,992.7429,15.34484,30.66603,16.29828
555,10310,7662.1464,9962.85078,156.76123,752.14174,20.6035,34.79559,50.77054
556,10400,2160.44114,13486.83531,140.64408,847.92038,14.82165,24.06483,25.88343
557,10407,23719.72319,21548.17969,128.1985,890.45533,13.4062,25.915,22.35871
558,10408,23477.46852,21833.69863,126.19408,640.83764,21.1119,29.16756,33.48211
559,10422,24395.75938,7322.16471,133.00225,995.80744,11.79512,27.16547,22.41358
560,10463,16570.72826,7167.02314,172.40586,1105.11235,12.04926,25.3963,30.7017
561,10489,7077.93857,10700.77483,157.51183,1077.03965,10.54291,27.88344,29.05944
562,10514,24218.07225,23524.62877,140.60531,913.51895,13.30217,28.39636,28.1349
563,10528,17527.49977,3661.90294,125.30813,898.36089,19.04252,31.57114,25.62425
564,10550,15206.66305,8942.18376,94.33057,805.42707,17.5231,29.59575,16.26492
565,10555,15179.18259,8931.35722,110.00742,2448.46732,21.23856,38.94599,9.39932
566,10556,15186.91479,8922.08999,137.27508,2044.47267,15.52006,37.97377,16.18949
568,10586,15218.67461,8935.06607,96.14389,1112.37069,11.95575,25.46402,10.80565
569,10588,15165.02475,8971.30987,105.02809,663.90547,23.09255,30.15451,24.02327
570,10590,10028.62936,5023.36019,112.83778,1040.3992,11.15598,21.67558,13.09718
571,10653,22395.16576,13598.07887,86.32255,629.56766,19.11812,36.6123,21.69015
572,10655,9751.02411,4759.13832,132.18435,811.20708,15.32142,24.82403,24.84326
573,10676,9956.41697,4700.50723,171.6843,1246.15002,10.30766,24.57,26.26903
574,10678,9787.70204,4647.32334,233.80399,1734.01322,6.22467,25.04882,34.77999
576,10722,9325.95272,5979.12432,164.17231,1061.7615,11.4508,26.26419,30.0739
578,10771,15367.24579,21999.72391,220.98963,1754.02153,3.78632,27.37719,33.61626
579,10780,8256.86712,12564.15187,107.03371,1190.04824,13.12942,24.36204,11.68656
580,10798,14029.5378,4943.83684,74.32543,557.05793,16.5874,22.24578,12.14039
581,10803,20013.68239,13383.52897,105.21987,754.81395,17.52532,25.65157,18.30486
582,10805,14045.39268,4998.50455,92.05532,657.11008,19.93068,31.67426,20.2295
583,10823,14613.18746,14995.81479,133.32543,1057.52213,11.83398,27.27578,21.32069
584,10829,9651.11732,4938.38739,122.76608,1021.00124,15.35148,28.09332,19.54012
585,10854,11925.02024,23834.15942,156.75662,999.90844,10.73357,22.89592,25.70494
586,10862,17861.02729,9115.20958,138.35385,824.36396,15.8746,24.10598,25.8551
587,10869,15090.499,3137.38525,118.45574,827.08097,14.18814,29.88348,23.81843
588,10875,19705.06523,6662.42764,158.95104,986.4623,12.33171,30.52601,35.13028
590,10891,23293.76214,12274.77925,148.92399,950.12933,12.05791,25.20266,26.88862
591,10913,19262.45748,6525.68136,153.23103,1041.08868,14.40555,30.3394,30.93204
592,10925,19953.84003,5192.10708,94.35322,727.24929,15.29144,27.87559,16.98525
593,10935,14384.41507,22182.31034,160.7301,943.65907,14.76895,26.47164,32.6772
594,10943,5263.67234,8043.05086,118.59095,807.27369,13.41684,28.292,23.20657
595,10957,15257.19276,3236.76283,91.10773,651.94138,18.48352,27.20846,17.39026
596,10985,13508.86161,22237.81666,185.17425,1137.68149,11.1248,25.15311,33.82832
597,11027,7389.81928,9138.53105,177.01348,1015.73327,15.66073,32.72661,44.74569
598,11042,7302.28685,9582.40604,125.71786,1066.5328,13.00974,22.16422,15.74567
599,11071,7581.87963,22072.24836,82.87944,771.36491,16.11917,25.69937,12.04834
601,11105,20442.26434,14058.04948,96.0508,829.91965,18.77745,24.66297,13.81334
602,11108,13277.63686,7292.23039,115.94619,711.01813,16.86993,23.72347,21.38437
603,11128,13918.06334,21059.07574,125.98367,912.90719,11.57407,22.82822,18.82048
604,11132,20536.60427,14220.51102,91.80219,783.89432,13.87852,28.81526,15.55833
605,11150,14277.85539,8471.89771,90.68529,1857.63991,21.8725,38.24198,8.66187
606,11151,14283.99735,8454.79411,129.19125,2161.29752,15.00934,31.16359,11.47857
607,11152,14288.02045,8471.55471,95.61575,1988.20413,21.19092,32.39554,7.6742
608,11153,14307.94469,9603.69266,111.69258,735.71625,19.80704,28.12976,22.69878
609,11200,9328.77267,12223.3247,198.11467,1406.00252,6.90505,37.13608,45.52716
610,11202,15607.26389,2940.23676,172.88215,1122.66069,14.55627,36.59917,43.21744
611,11204,11748.75791,14000.52258,149.43475,1205.18882,13.70592,31.41281,26.44961
612,11226,15833.98811,2716.22589,104.9792,715.45675,20.2323,31.73931,23.42751
613,11234,20705.94054,2656.27401,96.14897,885.33223,18.00792,28.6153,14.87817
615,11242,20724.03974,2575.89443,91.17702,755.39528,15.38766,23.05671,13.04286
616,11243,20696.29477,2595.49007,93.99592,1106.6514,11.13581,27.93338,11.34158
617,11257,16054.17752,2743.86717,103.33733,696.02492,18.65225,26.39349,19.69012
618,11259,20696.80408,2591.00319,91.84899,1713.36011,23.33519,33.54254,8.5039
619,11260,20721.62955,2573.52174,82.029,1543.64959,18.7671,27.73971,6.66043
620,11261,20732.44505,2585.11596,125.11308,1608.58688,13.38382,31.07528,14.33007
621,11275,14040.41897,5016.88531,103.9869,785.28613,15.19508,25.57235,17.21903
622,11318,13988.85187,5004.60548,166.67116,785.63787,20.14952,34.93553,54.8263
623,11353,14508.71179,3119.20646,150.13026,889.33131,20.62668,30.0698,34.45028
624,11378,23194.27145,24140.91088,106.93831,694.27646,18.67167,29.52739,23.27518
625,11381,23108.78595,24051.70084,92.16382,897.30216,17.90096,26.64714,12.83075
626,11383,23116.1304,24011.4929,81.5433,792.12396,18.26603,27.98223,12.34482
